央视频道,#genre#
蓬安综合,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/pazh_2000.m3u8
西充新闻,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/xczh_2000.m3u8
仪陇新闻,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/ylxw_2000.m3u8
营山综合,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/ysxw_2000.m3u8
达州新闻,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/dzxwzh_2000.m3u8
达州文化,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/dzgg_2000.m3u8
达州导视,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/dzds_2000.m3u8
达川新闻,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/dcxwzh_2000.m3u8
大竹新闻,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/dzxwzh137_2000.m3u8
开江新闻,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/kjxwzh_2000.m3u8
渠县新闻,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/qxxwzh_2000.m3u8
通川综合,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/xcxwzhH264_2000.m3u8
万源综合,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/wyxwzh_2000.m3u8
宣汉新闻,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/xhxwzh_2000.m3u8
雅安新闻,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/yazh_2000.m3u8
雅安公共,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/yagg_2000.m3u8
雅安雨城,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/ycpd_2000.m3u8
宝兴综合,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/bxdst_2000.m3u8
汉源新闻,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/hyxwzh_2000.m3u8
芦山新闻,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/lszh_2000.m3u8
名山综合,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/msdstH265_2000.m3u8
石棉综合,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/smxwzh_2000.m3u8
天全新闻,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/tqzh_2000.m3u8
荥经综合,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/xjdst_2000.m3u8
广安公共,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/gagg_2000.m3u8
广安区综合,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/gaqxw_2000.m3u8
华蓥综合,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/hyxw_2000.m3u8
邻水综合,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/lsxw_2000.m3u8
前锋综合,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/qfxw_2000.m3u8
武胜综合,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/wsxw_2000.m3u8
岳池综合,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/ycxw_2000.m3u8
巴中综合,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/bzytH265_4000.m3u8
巴中文旅,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/bzetH264_2000.m3u8
巴州电视,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/bzxw_4000.m3u8
恩阳新闻,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/eyxw_2000.m3u8
南江综合,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/njxw_2000.m3u8
平昌综合,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/pcxw_2000.m3u8
通江综合,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/tjxwH265_4000.m3u8
眉山综合,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/msxwzhgq_2000.m3u8
眉山文旅乡村,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/msgg_2000.m3u8
丹棱新闻,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/dlxwzhH265_4000.m3u8
洪雅新闻,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/hyzh_2000.m3u8
彭山综合,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/pszh_2000.m3u8
青神综合,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/qszh_2000.m3u8
仁寿综合,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/msrszh_2000.m3u8
凉山新闻,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/lsxwHDH265_4000.m3u8
凉山彝语,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/yyzh_2000.m3u8
德昌综合,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/dcxw_4000.m3u8
会理新闻,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/hlyt_4000.m3u8
木里综合,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/mltHD_4000.m3u8
冕宁综合,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/mnxw_2000.m3u8
宁南综合,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/nnt_4000.m3u8
普格新闻,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/pgt_4000.m3u8
西昌综合,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/xctHD_2000.m3u8
喜德综合,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/xdxw_4000.m3u8
越西综合,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/yxt_4000.m3u8
资阳新闻,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/zyxwzh_2000.m3u8
雁江综合,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/yjxw_2000.m3u8
安岳新闻,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/ayxwzh_4000.m3u8
乐至综合,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/lezhixwzh_4000.m3u8
自贡新闻,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/zgxw_4000.m3u8
自贡文化生活,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/zggg_4000.m3u8
富顺综合,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/fszh_2000.m3u8
荣县综合,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/rxzh_2000.m3u8
甘孜新闻,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/gzxwzh_2000.m3u8
泸定综合,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/ldxw_4000.m3u8
康定综合,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/gzkdxwzh_2000.m3u8
黑水新闻,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/hsxwzhpdH264_2000.m3u8
马尔康新闻,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/mekxwzhpd_2000.m3u8
松潘新闻,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/spxwzhpdH264_2000.m3u8
三台一套,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/stxwHD_2000.m3u8
高县一套,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/gxt_2000.m3u8
峨眉山综合,http://leireese.top:9557/edge-cache02.live3.omd.sc96655.com/live/emsxw_2000.m3u8
-----------------------------------
北京卫视,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/bjwsH265_4000.m3u8
东方卫视,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/dfwsH265_4000.m3u8
天津卫视,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/tjwsH265_4000.m3u8
重庆卫视,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/cqwsH265_4000.m3u8
黑龙江卫视,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/hljwsH265_4000.m3u8
吉林卫视,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/jlwsH265_4000.m3u8
辽宁卫视,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/lnwsHDH264_4000.m3u8
内蒙古卫视,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/nmgws_4000.m3u8
甘肃卫视,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/gsws_4000.m3u8
青海卫视,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/qhwsH264_2000.m3u8
陕西卫视,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/sxws_4000.m3u8
山西卫视,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/sxws42_4000.m3u8
山东卫视,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/sdwsH265_4000.m3u8
安徽卫视,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/ahwsH265_4000.m3u8
河南卫视,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/hnws35_4000.m3u8
湖北卫视,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/hbwsH265_4000.m3u8
湖南卫视,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/hnwsH265_4000.m3u8
江西卫视,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/jxwsH265_4000.m3u8
江苏卫视,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/jswsH265_4000.m3u8
浙江卫视,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/zjwsH265_4000.m3u8
东南卫视,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/dnwsfjwsH265_4000.m3u8
广东卫视,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/gdwsH265_4000.m3u8
深圳卫视,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/szwsH265_4000.m3u8
广西卫视,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/gxws_4000.m3u8
云南卫视,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/ynws_4000.m3u8
贵州卫视,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/gzwsH265_4000.m3u8
四川卫视,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/scwsH265_4000.m3u8
康巴卫视,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/kbwsH264_2000.m3u8
新疆卫视,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/xjws_4000.m3u8
兵团卫视,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/btws_4000.m3u8
西藏卫视,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/xzwsH264_2000.m3u8
海南卫视,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/hnws_4000.m3u8
卡酷少儿,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/kkkt_4000.m3u8
金鹰卡通,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/jykt_2000.m3u8
嘉佳卡通,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/jjkt_2000.m3u8
成都少儿,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/CDTV-6_2000.m3u8
四川经济,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/SCTV-2-H265_4000.m3u8
四川文化,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/SCTV-3-H265_4000.m3u8
四川新闻,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/SCTV-4H265_4000.m3u8
四川影视,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/SCTV-5-scysH265_4000.m3u8
四川科教,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/SCTV-ggSCTV-8_4000.m3u8
四川乡村,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/SCTV-kjSCTV-9-_4000.m3u8
峨嵋电影,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/emdygqH265_4000.m3u8
峨眉电影4K,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/emdy4k_8000.m3u8
成都新闻,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/CDTV-1_4000.m3u8
成都经济,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/CDTV-2_4000.m3u8
成都都市,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/CDTV-3_4000.m3u8
成都影视,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/CDTV-4_4000.m3u8
成都公共,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/CDTV-5_4000.m3u8
成都购物,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/mrgw_4000.m3u8
成都高新,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/cdgxdstgq_2000.m3u8
CCTV4K,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/ys4Kcq_2000.m3u8
CHC影迷电影,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/lnwsCHC-HDH265_4000.m3u8
CHC动作电影,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/wqCHCdzdyH265_4000.m3u8
CHC家庭影院,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/jbtygqCHCjtyyH265_4000.m3u8
中央新影-老故事,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/lgs_2000.m3u8
中央新影-中学生,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/zxs_4000.m3u8
中央新影-发现之旅,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/fxzl_2000.m3u8
书画频道,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/sh_4000.m3u8
中国天气,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/zgqx_4000.m3u8
重温经典,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/CWJD_4000.m3u8
CETV1,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/CETV-1H264_4000.m3u8
CETV2,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/CETV-2_4000.m3u8
CETV4,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/CETV-4H264_2000.m3u8
四海钓鱼,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/shdy_4000.m3u8
车迷,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/cmpdH264_2000.m3u8
证劵服务,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/jz_2000.m3u8
聚鲨环球精选,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/hqgw_4000.m3u8
动漫秀场,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/yybb-dmxc-H265_4000.m3u8
都市剧场,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/yxfydsjcHDH265_4000.m3u8
法治天地,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/fztx_4000.m3u8
欢笑剧场,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/hxjc-4k_8000.m3u8
乐游,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/qjs-HDH265_4000.m3u8
魅力足球,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/mlyy_4000.m3u8
生活时尚,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/shssH265_4000.m3u8
新视觉,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/ycxsjH265_4000.m3u8
汽摩,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/qmpdH264_2000.m3u8
家有购物,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/jygw_4000.m3u8
家庭理财,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/jtlc_4000.m3u8
优购物,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/ygw_4000.m3u8
凤凰中文,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/test1_4000.m3u8
凤凰资讯,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/test2_4000.m3u8
梨园频道,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/ly_4000.m3u8
武术世界,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/wssj_4000.m3u8
文物宝库,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/wwbk_4000.m3u8
茶频道,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/cpd_4000.m3u8
金鹰纪实,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/jyjsHDH265_4000.m3u8
北京纪实科教,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/bjjs_2000.m3u8
快乐垂钓,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/fyzqklcdHDH265_4000.m3u8
先锋乒羽,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/xfpy_4000.m3u8
财富天下,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/cftx_4000.m3u8
天元围棋,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/tywq_2000.m3u8
精品导视,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/jpdsH265_4000.m3u8
精品导视2,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/jpdsgq-hkkp_4000.m3u8
川网导视,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/cwdsHDH264_4000.m3u8
东方财经,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/dfcj_4000.m3u8
山东教育,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/sdjy_4000.m3u8
青羊电视,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/qyzh_4000.m3u8
央广购物,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/yggw_2000.m3u8
崇州,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/czyt_4000.m3u8
大邑,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/dyytH265_4000.m3u8
都江堰综合,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/djyzh_4000.m3u8
金牛综合,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/jnyx_2000.m3u8
金堂,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/jtzhpd_2000.m3u8
简阳新闻,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/jyxwzh_2000.m3u8
龙泉新闻,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/lqxw_2000.m3u8
郫都新闻,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/pxds1_2000.m3u8
蒲江综合,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/pjxw_4000.m3u8
彭州综合,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/pzxwzh_2000.m3u8
青白江综合,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/qbjxwzh_2000.m3u8
邛崃综合,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/qlds1t_2000.m3u8
双流综合,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/slgq_2000.m3u8
温江新闻,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/wjytH264_2000.m3u8
新都综合,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/xdzhpd_2000.m3u8
新津综合,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/xjzh_4000.m3u8
绵阳新闻,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/myytH265_4000.m3u8
绵阳科技,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/myetH265_4000.m3u8
安州综合,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/azgq_2000.m3u8
北川综合,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/bcxwHD_2000.m3u8
涪城综合,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/fcgq_2000.m3u8
江油综合,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/jyxwHD_2000.m3u8
平武综合,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/pwgq_4000.m3u8
盐亭综合,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/ytzh_2000.m3u8
梓潼综合,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/ztgq_2000.m3u8
攀枝花新闻,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/pzhytH265_4000.m3u8
攀枝花文旅,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/pzhggpd_2000.m3u8
攀钢新闻,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/pgxwzh_2000.m3u8
米易综合,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/myxwzh_2000.m3u8
盐边综合,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/ybtgq_2000.m3u8
仁和新闻,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/rhxwH264_2000.m3u8
广元综合,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/gyzhH265_4000.m3u8
广元文化生活,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/gyggH265_4000.m3u8
朝天综合,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/ctxwzh_2000.m3u8
苍溪综合,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/cxxwgqH265_4000.m3u8
剑阁综合,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/jgxwzhH265_4000.m3u8
利州综合,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/lzxwzh_2000.m3u8
青川综合,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/qcxwzhH265_4000.m3u8
旺苍新闻,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/wcxwzhH265_4000.m3u8
昭化综合,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/zhxwzh_2000.m3u8
古蔺新闻,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/glxwzhgq_2000.m3u8
合江新闻,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/hjxw_2000.m3u8
泸县综合,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/lxxwzh_2000.m3u8
纳溪,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/nxxw_2000.m3u8
叙永综合,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/xyxw_2000.m3u8
德阳新闻,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/dyxwgq-HD-_2000.m3u8
德阳文旅,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/dygggq-HD-_2000.m3u8
广汉综合,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/ghxwzh_2000.m3u8
旌阳综合,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/jyxwgq-HD-_2000.m3u8
罗江综合,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/ljxwzh_2000.m3u8
绵竹综合,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/mzxwzh_2000.m3u8
中江新闻,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/zjxwzh_2000.m3u8
宜宾新闻,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/ybytH264_2000.m3u8
宜宾公共,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/ybetH264_2000.m3u8
宜宾导视,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/ybds_2000.m3u8
珙县新闻,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/gxzh_2000.m3u8
江安综合,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/jat_2000.m3u8
南溪综合,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/nxt_2000.m3u8
屏山新闻,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/psxwzh_2000.m3u8
兴文综合,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/xwt_2000.m3u8
叙州新闻,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/ybx_2000.m3u8
筠连新闻,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/ylyt_2000.m3u8
长宁综合,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/znzh_2000.m3u8
宁新综合,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/snxwzhHDH265_4000.m3u8
遂宁文化,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/sngggq_2000.m3u8
安居综合,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/ajxw_2000.m3u8
大英新闻,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/dyxwzhH265_4000.m3u8
蓬溪新闻,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/pxxw_2000.m3u8
乐山新闻,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/lsxwzh_4000.m3u8
乐山文旅,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/lsggpd_4000.m3u8
峨边综合,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/ebdst_2000.m3u8
夹江新闻,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/jjxw_2000.m3u8
金口河综合,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/jkhdst_2000.m3u8
井研新闻,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/jyxwzh162_2000.m3u8
马边综合,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/mbxwzh_2000.m3u8
沐川综合,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/mcxw_2000.m3u8
犍为新闻,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/qwxwzh_2000.m3u8
沙湾融媒,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/swxwzh_2000.m3u8
五通桥综合,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/wtqxwzh_2000.m3u8
内江综合,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/njzh_4000.m3u8
内江公共,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/njgg_4000.m3u8
东兴综合,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/dxxwzh_4000.m3u8
隆昌综合,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/lcxw_2000.m3u8
资中综合,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/zzzh_2000.m3u8
南充综合,http://linqiush.top:9557/edge-cache02.live3.omd.sc96655.com/live/ncxwzh_2000.m3u8
